Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
10/16/2018,2809.92,10/16/2018,17.85,10/16/2018,17.62,10/16/2018,17.96,10/16/2018,18.58,10/16/2018,19.01
10/17/2018,2809.21,10/17/2018,17.75,10/17/2018,17.4,10/17/2018,18.1,10/17/2018,18.64,10/17/2018,19.07
10/18/2018,2768.78,10/18/2018,22.31,10/18/2018,20.06,10/18/2018,19.86,10/18/2018,19.93,10/18/2018,20.01
10/19/2018,2767.78,10/19/2018,21.13,10/19/2018,19.89,10/19/2018,19.84,10/19/2018,20.03,10/19/2018,20.08
10/22/2018,2755.88,10/22/2018,20.67,10/22/2018,19.64,10/22/2018,19.82,10/22/2018,20.01,10/22/2018,20.02
10/23/2018,2740.69,10/23/2018,23.43,10/23/2018,20.71,10/23/2018,20.28,10/23/2018,20.29,10/23/2018,20.21
10/24/2018,2656.1,10/24/2018,31.91,10/24/2018,25.23,10/24/2018,22.62,10/24/2018,22.04,10/24/2018,21.49
10/25/2018,2705.57,10/25/2018,29.62,10/25/2018,24.22,10/25/2018,22.44,10/25/2018,21.84,10/25/2018,21.36
10/26/2018,2658.69,10/26/2018,29.89,10/26/2018,24.16,10/26/2018,22.48,10/26/2018,21.97,10/26/2018,21.41
10/29/2018,2641.25,10/29/2018,31.03,10/29/2018,24.7,10/29/2018,23.06,10/29/2018,22.27,10/29/2018,21.45
10/30/2018,2682.63,10/30/2018,28.87,10/30/2018,23.35,10/30/2018,22.23,10/30/2018,21.72,10/30/2018,21.26
10/31/2018,2711.74,10/31/2018,25.16,10/31/2018,21.23,10/31/2018,21.15,10/31/2018,21,10/31/2018,20.7
11/1/2018,2740.37,11/1/2018,21.54,11/1/2018,19.34,11/1/2018,20.07,11/1/2018,20.23,11/1/2018,20.21
11/2/2018,2723.06,11/2/2018,21.17,11/2/2018,19.51,11/2/2018,20.3,11/2/2018,20.45,11/2/2018,20.47
11/5/2018,2738.31,11/5/2018,21.63,11/5/2018,19.96,11/5/2018,20.2,11/5/2018,20.25,11/5/2018,20.26
11/6/2018,2755.45,11/6/2018,21.62,11/6/2018,19.91,11/6/2018,19.58,11/6/2018,19.7,11/6/2018,19.89
11/7/2018,2813.89,11/7/2018,15.54,11/7/2018,16.36,11/7/2018,17.62,11/7/2018,18.29,11/7/2018,18.95
11/8/2018,2806.83,11/8/2018,15.56,11/8/2018,16.72,11/8/2018,17.68,11/8/2018,18.24,11/8/2018,18.93
11/9/2018,2781.01,11/9/2018,15.63,11/9/2018,17.36,11/9/2018,18.46,11/9/2018,18.94,11/9/2018,19.38
11/12/2018,2726.22,11/12/2018,20.69,11/12/2018,20.45,11/12/2018,20.23,11/12/2018,20.16,11/12/2018,20.01
11/13/2018,2722.18,11/13/2018,19.38,11/13/2018,20.02,11/13/2018,20.27,11/13/2018,20.29,11/13/2018,20.23
11/14/2018,2701.58,11/14/2018,21.39,11/14/2018,21.25,11/14/2018,21.22,11/14/2018,21.04,11/14/2018,20.77
11/15/2018,2730.2,11/15/2018,19.5,11/15/2018,19.98,11/15/2018,20.31,11/15/2018,20.48,11/15/2018,20.51
11/16/2018,2736.27,11/16/2018,16.35,11/16/2018,18.14,11/16/2018,19.35,11/16/2018,19.82,11/16/2018,20.02
11/19/2018,2690.73,11/19/2018,20.43,11/19/2018,20.1,11/19/2018,20.64,11/19/2018,20.79,11/19/2018,20.83
11/20/2018,2641.89,11/20/2018,23.63,11/20/2018,22.48,11/20/2018,22.27,11/20/2018,22.09,11/20/2018,21.7
11/21/2018,2649.93,11/21/2018,19.86,11/21/2018,20.8,11/21/2018,21.32,11/21/2018,21.47,11/21/2018,21.42
11/23/2018,2632.56,11/23/2018,21.42,11/23/2018,21.52,11/23/2018,21.75,11/23/2018,21.79,11/23/2018,21.64
11/26/2018,2673.45,11/26/2018,20.04,11/26/2018,18.9,11/26/2018,20.11,11/26/2018,20.55,11/26/2018,20.71
11/27/2018,2682.17,11/27/2018,21.33,11/27/2018,19.02,11/27/2018,19.94,11/27/2018,20.4,11/27/2018,21.15
11/28/2018,2743.79,11/28/2018,22.06,11/28/2018,18.49,11/28/2018,19.28,11/28/2018,19.79,11/28/2018,20.81
11/29/2018,2737.76,11/29/2018,22.13,11/29/2018,18.79,11/29/2018,19.59,11/29/2018,19.92,11/29/2018,20.74
11/30/2018,2760.17,11/30/2018,21.46,11/30/2018,18.07,11/30/2018,18.89,11/30/2018,19.49,11/30/2018,20.03
12/3/2018,2790.37,12/3/2018,17.21,12/3/2018,16.44,12/3/2018,17.95,12/3/2018,18.66,12/3/2018,19.24
12/4/2018,2700.06,12/4/2018,25.1,12/4/2018,20.74,12/4/2018,20.75,12/4/2018,20.6,12/4/2018,20.51
12/6/2018,2695.95,12/6/2018,25.11,12/6/2018,21.19,12/6/2018,21.06,12/6/2018,20.83,12/6/2018,20.56
12/7/2018,2633.08,12/7/2018,27.42,12/7/2018,23.23,12/7/2018,22.44,12/7/2018,21.89,12/7/2018,21.39
12/10/2018,2637.72,12/10/2018,25.53,12/10/2018,22.64,12/10/2018,22.01,12/10/2018,21.68,12/10/2018,21.28
12/11/2018,2636.78,12/11/2018,23.49,12/11/2018,21.76,12/11/2018,21.72,12/11/2018,21.57,12/11/2018,21.6
12/12/2018,2651.07,12/12/2018,22.86,12/12/2018,21.46,12/12/2018,21.59,12/12/2018,21.57,12/12/2018,21.43
12/13/2018,2650.54,12/13/2018,20.57,12/13/2018,20.65,12/13/2018,21.35,12/13/2018,21.61,12/13/2018,22.25
12/14/2018,2599.95,12/14/2018,21.47,12/14/2018,21.63,12/14/2018,21.96,12/14/2018,22.02,12/14/2018,22.7
12/17/2018,2545.94,12/17/2018,27.07,12/17/2018,24.52,12/17/2018,23.41,12/17/2018,23.05,12/17/2018,23.36
12/18/2018,2546.16,12/18/2018,28.36,12/18/2018,25.58,12/18/2018,23.9,12/18/2018,23.39,12/18/2018,22.95
12/19/2018,2506.96,12/19/2018,26.65,12/19/2018,25.58,12/19/2018,24.02,12/19/2018,23.62,12/19/2018,23.2
12/20/2018,2467.42,12/20/2018,30.42,12/20/2018,28.38,12/20/2018,25.24,12/20/2018,24.33,12/20/2018,23.54
12/21/2018,2416.62,12/21/2018,33.74,12/21/2018,30.11,12/21/2018,26.23,12/21/2018,24.86,12/21/2018,24.29
12/24/2018,2351.1,12/24/2018,42.4,12/24/2018,36.07,12/24/2018,28.84,12/24/2018,26.36,12/24/2018,25.09
12/26/2018,2467.7,12/26/2018,34.71,12/26/2018,30.41,12/26/2018,25.69,12/26/2018,24.37,12/26/2018,22.91
12/27/2018,2488.83,12/27/2018,33.88,12/27/2018,29.96,12/27/2018,25.89,12/27/2018,24.23,12/27/2018,23.12
12/28/2018,2485.74,12/28/2018,31.02,12/28/2018,28.34,12/28/2018,25.32,12/28/2018,23.95,12/28/2018,22.92
12/31/2018,2506.85,12/31/2018,27.35,12/31/2018,25.42,12/31/2018,23.73,12/31/2018,22.93,12/31/2018,22.17
1/2/2019,2510.03,1/2/2019,23.02,1/2/2019,23.22,1/2/2019,22.75,1/2/2019,22.31,1/2/2019,22.01
1/3/2019,2447.89,1/3/2019,26.96,1/3/2019,25.45,1/3/2019,24.11,1/3/2019,23.36,1/3/2019,22.6
1/4/2019,2531.94,1/4/2019,21.27,1/4/2019,21.38,1/4/2019,21.86,1/4/2019,21.76,1/4/2019,21.58
1/7/2019,2549.69,1/7/2019,21.68,1/7/2019,21.4,1/7/2019,21.62,1/7/2019,21.53,1/7/2019,21.4
1/8/2019,2574.41,1/8/2019,20.57,1/8/2019,20.47,1/8/2019,21.14,1/8/2019,21.17,1/8/2019,21.23
1/9/2019,2584.96,1/9/2019,19.18,1/9/2019,19.98,1/9/2019,20.69,1/9/2019,20.9,1/9/2019,21.04
1/10/2019,2596.64,1/10/2019,17.88,1/10/2019,19.5,1/10/2019,20.52,1/10/2019,20.86,1/10/2019,20.97
1/11/2019,2596.26,1/11/2019,16.1,1/11/2019,18.19,1/11/2019,19.74,1/11/2019,20.35,1/11/2019,20.62
1/14/2019,2582.61,1/14/2019,17.57,1/14/2019,19.07,1/14/2019,19.93,1/14/2019,20.39,1/14/2019,20.61
1/15/2019,2610.3,1/15/2019,16.84,1/15/2019,18.6,1/15/2019,19.24,1/15/2019,19.73,1/15/2019,20.13
1/16/2019,2616.1,1/16/2019,16.73,1/16/2019,19.04,1/16/2019,19.53,1/16/2019,19.84,1/16/2019,20.03
1/17/2019,2635.96,1/17/2019,15.75,1/17/2019,18.06,1/17/2019,19.17,1/17/2019,19.62,1/17/2019,19.96
1/18/2019,2670.71,1/18/2019,15.22,1/18/2019,17.8,1/18/2019,18.84,1/18/2019,19.27,1/18/2019,19.62
1/22/2019,2632.9,1/22/2019,21.57,1/22/2019,20.8,1/22/2019,20.69,1/22/2019,20.55,1/22/2019,20.42
1/23/2019,2638.7,1/23/2019,19.36,1/23/2019,19.52,1/23/2019,20.08,1/23/2019,20.09,1/23/2019,20.04
1/24/2019,2642.33,1/24/2019,18.09,1/24/2019,18.89,1/24/2019,19.67,1/24/2019,19.85,1/24/2019,19.98
1/25/2019,2664.76,1/25/2019,16.35,1/25/2019,17.42,1/25/2019,18.82,1/25/2019,19.3,1/25/2019,19.71
1/28/2019,2643.85,1/28/2019,19.38,1/28/2019,18.87,1/28/2019,19.58,1/28/2019,19.68,1/28/2019,19.89
1/29/2019,2640,1/29/2019,19.85,1/29/2019,19.13,1/29/2019,19.6,1/29/2019,19.68,1/29/2019,19.84
1/30/2019,2681.05,1/30/2019,17.32,1/30/2019,17.66,1/30/2019,18.68,1/30/2019,19.04,1/30/2019,19.35
1/31/2019,2704.1,1/31/2019,15.51,1/31/2019,16.57,1/31/2019,17.88,1/31/2019,18.44,1/31/2019,18.89
2/1/2019,2706.53,2/1/2019,14.13,2/1/2019,16.14,2/1/2019,17.59,2/1/2019,18.32,2/1/2019,18.85
2/4/2019,2724.87,2/4/2019,13.58,2/4/2019,15.73,2/4/2019,17.19,2/4/2019,17.96,2/4/2019,18.59
2/5/2019,2737.7,2/5/2019,13.58,2/5/2019,15.57,2/5/2019,17.07,2/5/2019,17.79,2/5/2019,18.37
2/6/2019,2731.61,2/6/2019,12.73,2/6/2019,15.38,2/6/2019,16.9,2/6/2019,17.69,2/6/2019,18.36
2/7/2019,2706.05,2/7/2019,14.89,2/7/2019,16.37,2/7/2019,17.52,2/7/2019,18.05,2/7/2019,18.63
2/8/2019,2707.88,2/8/2019,13.61,2/8/2019,15.72,2/8/2019,17.26,2/8/2019,17.9,2/8/2019,18.53
2/11/2019,2709.8,2/11/2019,14.67,2/11/2019,15.97,2/11/2019,17.22,2/11/2019,17.85,2/11/2019,18.5
2/12/2019,2744.73,2/12/2019,13.47,2/12/2019,15.43,2/12/2019,16.82,2/12/2019,17.51,2/12/2019,18.19
2/13/2019,2753.03,2/13/2019,13.49,2/13/2019,15.65,2/13/2019,16.96,2/13/2019,17.62,2/13/2019,18.28
2/14/2019,2745.73,2/14/2019,14.11,2/14/2019,16.22,2/14/2019,17.32,2/14/2019,17.98,2/14/2019,18.59
2/15/2019,2775.6,2/15/2019,12.18,2/15/2019,14.91,2/15/2019,16.48,2/15/2019,17.4,2/15/2019,18.22
2/19/2019,2779.76,2/19/2019,13.38,2/19/2019,14.88,2/19/2019,16.45,2/19/2019,17.19,2/19/2019,18.04
2/20/2019,2784.7,2/20/2019,12.6,2/20/2019,14.02,2/20/2019,15.82,2/20/2019,16.75,2/20/2019,17.73
2/21/2019,2774.88,2/21/2019,13.18,2/21/2019,14.46,2/21/2019,16.16,2/21/2019,16.97,2/21/2019,17.85
2/22/2019,2792.67,2/22/2019,11.49,2/22/2019,13.51,2/22/2019,15.46,2/22/2019,16.53,2/22/2019,17.56
2/25/2019,2796.11,2/25/2019,14.06,2/25/2019,14.85,2/25/2019,16,2/25/2019,16.81,2/25/2019,17.65
2/26/2019,2793.9,2/26/2019,14.2,2/26/2019,15.17,2/26/2019,16.3,2/26/2019,17.08,2/26/2019,17.83
2/27/2019,2792.38,2/27/2019,13.14,2/27/2019,14.7,2/27/2019,15.99,2/27/2019,16.83,2/27/2019,17.62
2/28/2019,2784.49,2/28/2019,13.18,2/28/2019,14.78,2/28/2019,16.1,2/28/2019,16.93,2/28/2019,17.7
3/1/2019,2803.69,3/1/2019,11.33,3/1/2019,13.57,3/1/2019,15.38,3/1/2019,16.48,3/1/2019,17.37
3/4/2019,2792.81,3/4/2019,13.4,3/4/2019,14.63,3/4/2019,16.03,3/4/2019,16.93,3/4/2019,17.64
3/5/2019,2789.65,3/5/2019,13.36,3/5/2019,14.74,3/5/2019,16.15,3/5/2019,16.99,3/5/2019,17.64
3/6/2019,2771.45,3/6/2019,14.99,3/6/2019,15.74,3/6/2019,16.74,3/6/2019,17.47,3/6/2019,18.04
3/7/2019,2748.93,3/7/2019,16.15,3/7/2019,16.59,3/7/2019,17.3,3/7/2019,17.87,3/7/2019,18.36
3/8/2019,2743.07,3/8/2019,14.63,3/8/2019,16.05,3/8/2019,17.11,3/8/2019,17.81,3/8/2019,18.35
3/11/2019,2783.3,3/11/2019,13.4,3/11/2019,14.33,3/11/2019,16.01,3/11/2019,17,3/11/2019,17.8
3/12/2019,2791.52,3/12/2019,12.73,3/12/2019,13.77,3/12/2019,15.65,3/12/2019,16.74,3/12/2019,17.62
3/13/2019,2810.92,3/13/2019,12.53,3/13/2019,13.41,3/13/2019,15.33,3/13/2019,16.46,3/13/2019,17.41
3/14/2019,2808.48,3/14/2019,12.52,3/14/2019,13.5,3/14/2019,15.3,3/14/2019,16.45,3/14/2019,17.45
3/15/2019,2822.48,3/15/2019,11.22,3/15/2019,12.88,3/15/2019,14.98,3/15/2019,16.24,3/15/2019,17.3
3/18/2019,2832.94,3/18/2019,12.53,3/18/2019,13.1,3/18/2019,15.24,3/18/2019,16.36,3/18/2019,17.4
3/19/2019,2832.57,3/19/2019,13.53,3/19/2019,13.56,3/19/2019,15.56,3/19/2019,16.61,3/19/2019,17.51
3/20/2019,2824.23,3/20/2019,13.49,3/20/2019,13.91,3/20/2019,15.79,3/20/2019,16.78,3/20/2019,17.69
3/21/2019,2854.88,3/21/2019,13.11,3/21/2019,13.63,3/21/2019,15.51,3/21/2019,16.5,3/21/2019,17.39
3/22/2019,2800.71,3/22/2019,16.85,3/22/2019,16.48,3/22/2019,17.37,3/22/2019,17.78,3/22/2019,18.25
3/25/2019,2798.36,3/25/2019,16.41,3/25/2019,16.33,3/25/2019,17.45,3/25/2019,17.83,3/25/2019,18.29
3/26/2019,2818.46,3/26/2019,13.95,3/26/2019,14.68,3/26/2019,16.45,3/26/2019,17.28,3/26/2019,17.93
3/27/2019,2805.37,3/27/2019,14.7,3/27/2019,15.15,3/27/2019,16.78,3/27/2019,17.56,3/27/2019,18.2
3/28/2019,2815.44,3/28/2019,13.7,3/28/2019,14.43,3/28/2019,16.3,3/28/2019,17.25,3/28/2019,18.05
3/29/2019,2834.4,3/29/2019,12.34,3/29/2019,13.71,3/29/2019,15.8,3/29/2019,16.89,3/29/2019,17.73
4/1/2019,2867.19,4/1/2019,12.11,4/1/2019,13.4,4/1/2019,15.46,4/1/2019,16.53,4/1/2019,17.41
4/2/2019,2867.24,4/2/2019,11.86,4/2/2019,13.36,4/2/2019,15.54,4/2/2019,16.63,4/2/2019,17.49
4/3/2019,2873.4,4/3/2019,12.29,4/3/2019,13.74,4/3/2019,15.63,4/3/2019,16.6,4/3/2019,17.45
4/4/2019,2879.39,4/4/2019,11.58,4/4/2019,13.58,4/4/2019,15.48,4/4/2019,16.56,4/4/2019,17.4
4/5/2019,2892.74,4/5/2019,10.12,4/5/2019,12.82,4/5/2019,15.06,4/5/2019,16.28,4/5/2019,17.22
4/8/2019,2895.77,4/8/2019,10.74,4/8/2019,13.18,4/8/2019,15.28,4/8/2019,16.38,4/8/2019,17.18
4/9/2019,2878.2,4/9/2019,11.78,4/9/2019,14.28,4/9/2019,15.99,4/9/2019,16.9,4/9/2019,17.52
4/10/2019,2888.21,4/10/2019,10.14,4/10/2019,13.3,4/10/2019,15.38,4/10/2019,16.49,4/10/2019,17.27
4/11/2019,2888.32,4/11/2019,10.52,4/11/2019,13.02,4/11/2019,15.25,4/11/2019,16.43,4/11/2019,17.28
4/12/2019,2907.41,4/12/2019,9.74,4/12/2019,12.01,4/12/2019,14.46,4/12/2019,16.04,4/12/2019,17.06
4/15/2019,2905.58,4/15/2019,10.61,4/15/2019,12.32,4/15/2019,14.53,4/15/2019,16.09,4/15/2019,17.2
4/16/2019,2907.06,4/16/2019,10.76,4/16/2019,12.18,4/16/2019,14.47,4/16/2019,16.06,4/16/2019,17.2
4/17/2019,2900.45,4/17/2019,11,4/17/2019,12.6,4/17/2019,14.82,4/17/2019,16.29,4/17/2019,17.34
4/18/2019,2905.03,4/18/2019,9.93,4/18/2019,12.09,4/18/2019,14.57,4/18/2019,16.14,4/18/2019,17.25
4/22/2019,2907.97,4/22/2019,11.63,4/22/2019,12.42,4/22/2019,14.72,4/22/2019,16.19,4/22/2019,17.3
4/23/2019,2933.68,4/23/2019,11.64,4/23/2019,12.28,4/23/2019,14.54,4/23/2019,16,4/23/2019,17.13
4/24/2019,2927.25,4/24/2019,12.54,4/24/2019,13.14,4/24/2019,15.04,4/24/2019,16.28,4/24/2019,17.39
4/25/2019,2926.17,4/25/2019,12.36,4/25/2019,13.25,4/25/2019,15.21,4/25/2019,16.44,4/25/2019,17.49
4/26/2019,2939.88,4/26/2019,11.81,4/26/2019,12.73,4/26/2019,14.89,4/26/2019,16.2,4/26/2019,17.29
4/29/2019,2943.03,4/29/2019,12.52,4/29/2019,13.11,4/29/2019,15.23,4/29/2019,16.46,4/29/2019,17.52
4/30/2019,2945.83,4/30/2019,12.44,4/30/2019,13.12,4/30/2019,15.23,4/30/2019,16.43,4/30/2019,17.53
5/1/2019,2923.73,5/1/2019,14.95,5/1/2019,14.8,5/1/2019,16.19,5/1/2019,17.09,5/1/2019,17.95
5/2/2019,2917.52,5/2/2019,13.92,5/2/2019,14.42,5/2/2019,16.03,5/2/2019,17,5/2/2019,17.83
5/3/2019,2945.64,5/3/2019,10.96,5/3/2019,12.87,5/3/2019,15.07,5/3/2019,16.38,5/3/2019,17.51
5/6/2019,2932.47,5/6/2019,15.45,5/6/2019,15.44,5/6/2019,16.4,5/6/2019,17.15,5/6/2019,17.98
5/7/2019,2884.05,5/7/2019,20.74,5/7/2019,19.32,5/7/2019,18.78,5/7/2019,18.63,5/7/2019,18.82
5/8/2019,2879.42,5/8/2019,21.33,5/8/2019,19.4,5/8/2019,18.75,5/8/2019,18.6,5/8/2019,18.71
5/9/2019,2870.72,5/9/2019,21.86,5/9/2019,19.1,5/9/2019,18.44,5/9/2019,18.38,5/9/2019,18.63
5/10/2019,2881.4,5/10/2019,16.57,5/10/2019,16.04,5/10/2019,16.9,5/10/2019,17.47,5/10/2019,18.06
5/13/2019,2811.87,5/13/2019,22.76,5/13/2019,20.55,5/13/2019,19.79,5/13/2019,19.34,5/13/2019,19.12
5/14/2019,2834.41,5/14/2019,18.76,5/14/2019,18.06,5/14/2019,18.29,5/14/2019,18.37,5/14/2019,18.57
5/15/2019,2850.96,5/15/2019,16.31,5/15/2019,16.44,5/15/2019,17.49,5/15/2019,17.81,5/15/2019,18.25
5/16/2019,2876.32,5/16/2019,15.06,5/16/2019,15.29,5/16/2019,16.74,5/16/2019,17.35,5/16/2019,17.96
5/17/2019,2859.53,5/17/2019,16.26,5/17/2019,15.96,5/17/2019,17.06,5/17/2019,17.57,5/17/2019,18.1
5/20/2019,2840.23,5/20/2019,16.82,5/20/2019,16.31,5/20/2019,17.29,5/20/2019,17.69,5/20/2019,18.21
5/21/2019,2864.36,5/21/2019,14.5,5/21/2019,14.95,5/21/2019,16.42,5/21/2019,17.12,5/21/2019,17.81
5/22/2019,2856.27,5/22/2019,13.92,5/22/2019,14.75,5/22/2019,16.42,5/22/2019,17.1,5/22/2019,17.8
5/23/2019,2822.24,5/23/2019,17.4,5/23/2019,16.92,5/23/2019,17.69,5/23/2019,18.01,5/23/2019,18.43
5/24/2019,2826.06,5/24/2019,15.36,5/24/2019,15.85,5/24/2019,17.09,5/24/2019,17.72,5/24/2019,18.27
5/28/2019,2802.39,5/28/2019,17.98,5/28/2019,17.5,5/28/2019,17.9,5/28/2019,18.29,5/28/2019,18.61
5/29/2019,2783.02,5/29/2019,18.34,5/29/2019,17.9,5/29/2019,18.24,5/29/2019,18.61,5/29/2019,18.89
5/30/2019,2788.86,5/30/2019,17.12,5/30/2019,17.3,5/30/2019,17.96,5/30/2019,18.48,5/30/2019,18.78
5/31/2019,2752.06,5/31/2019,19,5/31/2019,18.71,5/31/2019,18.83,5/31/2019,19.14,5/31/2019,19.23
6/3/2019,2744.45,6/3/2019,19.26,6/3/2019,18.86,6/3/2019,18.77,6/3/2019,19.09,6/3/2019,19.23
6/4/2019,2803.27,6/4/2019,16.65,6/4/2019,16.97,6/4/2019,17.59,6/4/2019,18.17,6/4/2019,18.53
6/5/2019,2826.15,6/5/2019,14.9,6/5/2019,16.09,6/5/2019,17.13,6/5/2019,17.82,6/5/2019,18.38
6/6/2019,2843.49,6/6/2019,14.88,6/6/2019,15.93,6/6/2019,16.92,6/6/2019,17.67,6/6/2019,18.17
6/7/2019,2873.34,6/7/2019,15.02,6/7/2019,16.3,6/7/2019,17.15,6/7/2019,17.86,6/7/2019,18.27
6/10/2019,2886.73,6/10/2019,15.25,6/10/2019,15.94,6/10/2019,16.88,6/10/2019,17.66,6/10/2019,18.18
6/11/2019,2885.72,6/11/2019,15.15,6/11/2019,15.99,6/11/2019,16.99,6/11/2019,17.81,6/11/2019,18.39
6/12/2019,2879.84,6/12/2019,14.66,6/12/2019,15.91,6/12/2019,17.05,6/12/2019,17.82,6/12/2019,18.37
6/13/2019,2891.64,6/13/2019,14.59,6/13/2019,15.82,6/13/2019,16.86,6/13/2019,17.64,6/13/2019,18.16
6/14/2019,2886.98,6/14/2019,13.56,6/14/2019,15.28,6/14/2019,16.6,6/14/2019,17.48,6/14/2019,18.06
6/17/2019,2889.67,6/17/2019,14.99,6/17/2019,15.35,6/17/2019,16.61,6/17/2019,17.49,6/17/2019,18.11
6/18/2019,2917.75,6/18/2019,15.29,6/18/2019,15.15,6/18/2019,16.5,6/18/2019,17.38,6/18/2019,18.06
6/19/2019,2926.46,6/19/2019,13.87,6/19/2019,14.33,6/19/2019,16.1,6/19/2019,17.14,6/19/2019,17.9
6/20/2019,2954.18,6/20/2019,14.77,6/20/2019,14.75,6/20/2019,16.14,6/20/2019,17.05,6/20/2019,17.73
6/21/2019,2950.46,6/21/2019,14.83,6/21/2019,15.4,6/21/2019,16.67,6/21/2019,17.43,6/21/2019,18.04
6/24/2019,2945.35,6/24/2019,15.8,6/24/2019,15.26,6/24/2019,16.47,6/24/2019,17.27,6/24/2019,17.96
6/25/2019,2917.38,6/25/2019,17.01,6/25/2019,16.28,6/25/2019,17.12,6/25/2019,17.78,6/25/2019,18.29
6/26/2019,2913.78,6/26/2019,16.8,6/26/2019,16.21,6/26/2019,17.05,6/26/2019,17.8,6/26/2019,18.34
6/27/2019,2924.92,6/27/2019,16.34,6/27/2019,15.82,6/27/2019,16.76,6/27/2019,17.52,6/27/2019,18.11
6/28/2019,2941.76,6/28/2019,15.67,6/28/2019,15.08,6/28/2019,16.06,6/28/2019,16.96,6/28/2019,17.73
7/1/2019,2964.33,7/1/2019,12.51,7/1/2019,14.06,7/1/2019,15.43,7/1/2019,16.38,7/1/2019,17.35
7/2/2019,2973.01,7/2/2019,10.42,7/2/2019,12.93,7/2/2019,14.72,7/2/2019,15.92,7/2/2019,17.06
7/3/2019,2995.82,7/3/2019,9.91,7/3/2019,12.57,7/3/2019,14.53,7/3/2019,15.74,7/3/2019,16.81
7/5/2019,2990.41,7/5/2019,10.57,7/5/2019,13.28,7/5/2019,14.98,7/5/2019,15.99,7/5/2019,16.94
7/8/2019,2975.95,7/8/2019,11.12,7/8/2019,13.96,7/8/2019,15.48,7/8/2019,16.36,7/8/2019,17.19
7/9/2019,2979.63,7/9/2019,11.08,7/9/2019,14.09,7/9/2019,15.57,7/9/2019,16.47,7/9/2019,17.28
7/10/2019,2993.07,7/10/2019,9.94,7/10/2019,13.03,7/10/2019,15.19,7/10/2019,16.25,7/10/2019,17.15
7/11/2019,2999.91,7/11/2019,10.08,7/11/2019,12.93,7/11/2019,14.98,7/11/2019,16.15,7/11/2019,17.1
7/12/2019,3013.77,7/12/2019,9.88,7/12/2019,12.39,7/12/2019,14.8,7/12/2019,16.09,7/12/2019,17.09
7/15/2019,3014.3,7/15/2019,11.01,7/15/2019,12.68,7/15/2019,15.04,7/15/2019,16.28,7/15/2019,17.27
7/16/2019,3004.04,7/16/2019,11.71,7/16/2019,12.86,7/16/2019,15.22,7/16/2019,16.39,7/16/2019,17.34
7/17/2019,2984.42,7/17/2019,13.42,7/17/2019,13.97,7/17/2019,15.82,7/17/2019,16.84,7/17/2019,17.68
7/18/2019,2995.11,7/18/2019,12.68,7/18/2019,13.53,7/18/2019,15.54,7/18/2019,16.61,7/18/2019,17.52
7/19/2019,2976.61,7/19/2019,13.56,7/19/2019,14.45,7/19/2019,15.93,7/19/2019,16.9,7/19/2019,17.77
7/22/2019,2985.03,7/22/2019,13.64,7/22/2019,13.53,7/22/2019,15.47,7/22/2019,16.57,7/22/2019,17.53
7/23/2019,3005.47,7/23/2019,12.82,7/23/2019,12.61,7/23/2019,14.93,7/23/2019,16.18,7/23/2019,17.22
7/24/2019,3019.56,7/24/2019,12.19,7/24/2019,12.07,7/24/2019,14.56,7/24/2019,15.93,7/24/2019,17.06
7/25/2019,3003.67,7/25/2019,12.53,7/25/2019,12.74,7/25/2019,15.05,7/25/2019,16.25,7/25/2019,17.26
7/26/2019,3025.86,7/26/2019,11.54,7/26/2019,12.16,7/26/2019,14.69,7/26/2019,15.95,7/26/2019,17.02
7/29/2019,3020.97,7/29/2019,12.67,7/29/2019,12.83,7/29/2019,15,7/29/2019,16.16,7/29/2019,17.19
7/30/2019,3013.18,7/30/2019,14.46,7/30/2019,13.94,7/30/2019,15.7,7/30/2019,16.61,7/30/2019,17.47
7/31/2019,2980.38,7/31/2019,18.41,7/31/2019,16.12,7/31/2019,16.91,7/31/2019,17.47,7/31/2019,18.09
8/1/2019,2953.56,8/1/2019,19.32,8/1/2019,17.87,8/1/2019,17.99,8/1/2019,18.17,8/1/2019,18.39
8/2/2019,2932.05,8/2/2019,17.69,8/2/2019,17.61,8/2/2019,17.89,8/2/2019,18.11,8/2/2019,18.31
8/5/2019,2844.74,8/5/2019,29.14,8/5/2019,24.59,8/5/2019,21.9,8/5/2019,20.81,8/5/2019,19.92
8/6/2019,2881.77,8/6/2019,21.84,8/6/2019,20.17,8/6/2019,19.69,8/6/2019,19.41,8/6/2019,19.01
8/7/2019,2883.98,8/7/2019,20.95,8/7/2019,19.49,8/7/2019,19.5,8/7/2019,19.26,8/7/2019,18.99
8/8/2019,2938.09,8/8/2019,16.77,8/8/2019,16.91,8/8/2019,17.86,8/8/2019,18.05,8/8/2019,18.18
8/9/2019,2918.65,8/9/2019,17.75,8/9/2019,17.97,8/9/2019,18.56,8/9/2019,18.56,8/9/2019,18.51
8/12/2019,2883.09,8/12/2019,22.45,8/12/2019,21.09,8/12/2019,20.5,8/12/2019,19.87,8/12/2019,19.35
8/13/2019,2926.32,8/13/2019,17.49,8/13/2019,17.52,8/13/2019,18.53,8/13/2019,18.69,8/13/2019,18.64
8/14/2019,2840.6,8/14/2019,24.42,8/14/2019,22.1,8/14/2019,21.3,8/14/2019,20.73,8/14/2019,19.96
