Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
6/12/2020,3041.31,6/18/2020,32.05,6/18/2020,32.94,6/18/2020,35.14,6/18/2020,36.11,6/18/2020,31.97
6/15/2020,3066.59,6/19/2020,33.92,6/19/2020,35.12,6/19/2020,36.68,6/19/2020,37.74,6/19/2020,32.92
6/16/2020,3124.74,6/22/2020,31.23,6/22/2020,31.77,6/22/2020,33.75,6/22/2020,35,6/22/2020,31.31
6/17/2020,3113.49,6/23/2020,30.29,6/23/2020,31.37,6/23/2020,33.06,6/23/2020,34.17,6/23/2020,30.94
6/18/2020,3115.34,6/24/2020,33.25,6/24/2020,33.84,6/24/2020,35.39,6/24/2020,35.57,6/24/2020,31.99
6/19/2020,3097.74,6/25/2020,30.92,6/25/2020,32.22,6/25/2020,34.09,6/25/2020,34.84,6/25/2020,31.41
6/22/2020,3117.86,6/26/2020,33.31,6/26/2020,34.73,6/26/2020,35.8,6/26/2020,36.23,6/26/2020,32.34
6/23/2020,3131.29,6/29/2020,30.42,6/29/2020,31.78,6/29/2020,33.91,6/29/2020,34.48,6/29/2020,31.18
6/24/2020,3050.33,6/30/2020,29.14,6/30/2020,30.43,6/30/2020,32.52,6/30/2020,33.13,6/30/2020,30.27
6/25/2020,3083.76,7/1/2020,25.2,7/1/2020,28.62,7/1/2020,31.68,7/1/2020,32.56,7/1/2020,29.88
6/26/2020,3009.05,7/2/2020,22.64,7/2/2020,27.68,7/2/2020,30.87,7/2/2020,31.82,7/2/2020,29.29
6/29/2020,3053.24,7/6/2020,25.23,7/6/2020,27.94,7/6/2020,30.98,7/6/2020,31.66,7/6/2020,29.05
6/30/2020,3100.29,7/7/2020,26.84,7/7/2020,29.43,7/7/2020,32.07,7/7/2020,32.49,7/7/2020,29.8
7/1/2020,3115.86,7/8/2020,23.67,7/8/2020,28.08,7/8/2020,31.19,7/8/2020,31.83,7/8/2020,29.36
7/2/2020,3130.01,7/9/2020,25.55,7/9/2020,29.26,7/9/2020,32.06,7/9/2020,32.37,7/9/2020,29.75
7/6/2020,3179.72,7/10/2020,22.59,7/10/2020,27.29,7/10/2020,31.02,7/10/2020,31.72,7/10/2020,29.23
7/7/2020,3145.32,7/13/2020,30.31,7/13/2020,32.19,7/13/2020,34.54,7/13/2020,35.02,7/13/2020,31.51
7/8/2020,3169.94,7/14/2020,27.78,7/14/2020,29.52,7/14/2020,32.56,7/14/2020,33.28,7/14/2020,31.85
7/9/2020,3152.05,7/15/2020,25.22,7/15/2020,27.76,7/15/2020,31.56,7/15/2020,32.74,7/15/2020,31.76
7/10/2020,3185.04,7/16/2020,25.85,7/16/2020,28,7/16/2020,31.55,7/16/2020,32.75,7/16/2020,31.06
7/13/2020,3155.22,7/17/2020,22.16,7/17/2020,25.68,7/17/2020,30.37,7/17/2020,31.73,7/17/2020,31
7/14/2020,3197.52,7/20/2020,22.52,7/20/2020,24.46,7/20/2020,29.1,7/20/2020,30.43,7/20/2020,30.11
7/15/2020,3226.56,7/21/2020,23.33,7/21/2020,24.84,7/21/2020,29.47,7/21/2020,30.7,7/21/2020,30.34
7/16/2020,3215.57,7/22/2020,21.65,7/22/2020,24.32,7/22/2020,29.05,7/22/2020,30.43,7/22/2020,30.05
7/17/2020,3224.73,7/23/2020,24.1,7/23/2020,26.08,7/23/2020,30.25,7/23/2020,31.94,7/23/2020,30.72
7/20/2020,3251.84,7/24/2020,22.7,7/24/2020,25.84,7/24/2020,30.56,7/24/2020,31.65,7/24/2020,30.52
7/21/2020,3257.3,7/27/2020,22.38,7/27/2020,24.74,7/27/2020,30,7/27/2020,31.33,7/27/2020,30.25
7/22/2020,3276.02,7/28/2020,23.54,7/28/2020,25.44,7/28/2020,30.1,7/28/2020,31.47,7/28/2020,30.93
7/23/2020,3235.66,7/29/2020,21.93,7/29/2020,24.1,7/29/2020,29.29,7/29/2020,30.97,7/29/2020,30.59
7/24/2020,3215.63,7/30/2020,22.79,7/30/2020,24.76,7/30/2020,29.76,7/30/2020,31.39,7/30/2020,30.04
7/27/2020,3239.41,7/31/2020,20.61,7/31/2020,24.46,7/31/2020,29.71,7/31/2020,31.21,7/31/2020,30.53
7/28/2020,3218.44,8/3/2020,20.95,8/3/2020,24.28,8/3/2020,29.66,8/3/2020,31.18,8/3/2020,30.65
7/29/2020,3258.44,8/4/2020,20.44,8/4/2020,23.76,8/4/2020,29.09,8/4/2020,30.72,8/4/2020,30.01
7/30/2020,3246.22,8/5/2020,19.02,8/5/2020,22.99,8/5/2020,28.6,8/5/2020,30.32,8/5/2020,29.67
7/31/2020,3271.12,8/6/2020,19.4,8/6/2020,22.65,8/6/2020,28.2,8/6/2020,30.11,8/6/2020,30.09
8/3/2020,3294.61,8/7/2020,18.08,8/7/2020,22.21,8/7/2020,28.28,8/7/2020,30.22,8/7/2020,30.27
8/4/2020,3306.51,8/10/2020,18.88,8/10/2020,22.13,8/10/2020,28.05,8/10/2020,29.91,8/10/2020,30.2
8/5/2020,3327.77,8/11/2020,21.89,8/11/2020,24.03,8/11/2020,29.17,8/11/2020,30.79,8/11/2020,30.81
8/6/2020,3349.16,8/12/2020,18.9,8/12/2020,22.28,8/12/2020,28.12,8/12/2020,29.85,8/12/2020,30.06
8/7/2020,3351.28,8/13/2020,18.54,8/13/2020,22.13,8/13/2020,28.17,8/13/2020,30.05,8/13/2020,30.11
8/10/2020,3360.47,8/14/2020,17.87,8/14/2020,22.05,8/14/2020,28.37,8/14/2020,30.45,8/14/2020,30.95
8/11/2020,3333.69,8/17/2020,17.6,8/17/2020,21.35,8/17/2020,27.45,8/17/2020,29.5,8/17/2020,30.21
8/12/2020,3380.35,8/18/2020,17.82,8/18/2020,21.51,8/18/2020,27.35,8/18/2020,29.63,8/18/2020,30.14
8/13/2020,3373.43,8/19/2020,19.23,8/19/2020,22.54,8/19/2020,28.11,8/19/2020,30.3,8/19/2020,30.27
8/14/2020,3372.85,8/20/2020,18.85,8/20/2020,22.72,8/20/2020,28.13,8/20/2020,29.34,8/20/2020,31.68
8/17/2020,3381.99,8/21/2020,18.01,8/21/2020,22.54,8/21/2020,28.17,8/21/2020,29.51,8/21/2020,31.79
8/18/2020,3389.78,8/24/2020,18.81,8/24/2020,22.37,8/24/2020,28.1,8/24/2020,29.5,8/24/2020,32.57
8/19/2020,3374.85,8/25/2020,18.09,8/25/2020,22.03,8/25/2020,27.91,8/25/2020,29.36,8/25/2020,31.38
8/20/2020,3385.51,8/26/2020,19.96,8/26/2020,23.27,8/26/2020,28.7,8/26/2020,29.87,8/26/2020,31.66
8/21/2020,3397.16,8/27/2020,20.19,8/27/2020,24.47,8/27/2020,29.93,8/27/2020,30.63,8/27/2020,33.92
8/24/2020,3431.28,8/28/2020,17.13,8/28/2020,22.96,8/28/2020,29.62,8/28/2020,30.49,8/28/2020,32.52
8/25/2020,3443.62,8/31/2020,21.1,8/31/2020,26.41,8/31/2020,31.85,8/31/2020,32.2,8/31/2020,34.46
8/26/2020,3478.73,9/1/2020,19.65,9/1/2020,26.12,9/1/2020,32.1,9/1/2020,32.42,9/1/2020,34.02
8/27/2020,3484.55,9/2/2020,20.71,9/2/2020,26.57,9/2/2020,32.67,9/2/2020,33.24,9/2/2020,35.77
8/28/2020,3508.01,9/3/2020,30.45,9/3/2020,33.6,9/3/2020,37.63,9/3/2020,35.54,9/3/2020,40.86
8/31/2020,3500.31,9/4/2020,29.41,9/4/2020,30.75,9/4/2020,34.75,9/4/2020,33.94,9/4/2020,34.33
9/1/2020,3526.65,9/8/2020,32.91,9/8/2020,31.46,9/8/2020,34.31,9/8/2020,33.44,9/8/2020,33.89
9/2/2020,3580.84,9/9/2020,29.09,9/9/2020,28.81,9/9/2020,32.12,9/9/2020,31.99,9/9/2020,33.12
9/3/2020,3455.06,9/10/2020,30.43,9/10/2020,29.71,9/10/2020,32.92,9/10/2020,32.67,9/10/2020,33.4
9/4/2020,3426.96,9/11/2020,26.33,9/11/2020,26.87,9/11/2020,31.13,9/11/2020,31.66,9/11/2020,33.07
9/8/2020,3331.84,9/14/2020,25.06,9/14/2020,25.85,9/14/2020,30.48,9/14/2020,31.3,9/14/2020,32.66
9/9/2020,3398.96,9/15/2020,24.22,9/15/2020,25.59,9/15/2020,30.27,9/15/2020,31.29,9/15/2020,32.33
9/10/2020,3339.19,9/16/2020,23.77,9/16/2020,26.04,9/16/2020,30.57,9/16/2020,31.62,9/16/2020,32.57
9/11/2020,3340.97,9/17/2020,24.95,9/17/2020,26.46,9/17/2020,30.75,9/17/2020,31.82,9/17/2020,32.74
9/14/2020,3383.54,9/18/2020,24.02,9/18/2020,25.83,9/18/2020,30.46,9/18/2020,31.69,9/18/2020,33.66
9/15/2020,3401.2,9/21/2020,28.11,9/21/2020,27.78,9/21/2020,31.64,9/21/2020,32.46,9/21/2020,32.76
9/16/2020,3385.49,9/22/2020,25.95,9/22/2020,26.86,9/22/2020,31.67,9/22/2020,32.54,9/22/2020,32.67
9/17/2020,3357.01,9/23/2020,27.97,9/23/2020,28.58,9/23/2020,33.28,9/23/2020,33.49,9/23/2020,33.26
9/18/2020,3319.47,9/24/2020,27.65,9/24/2020,28.51,9/24/2020,33.06,9/24/2020,33.39,9/24/2020,32.87
9/21/2020,3281.06,9/25/2020,24.57,9/25/2020,26.38,9/25/2020,32.03,9/25/2020,32.62,9/25/2020,32.28
9/22/2020,3315.57,9/28/2020,25.21,9/28/2020,26.19,9/28/2020,31.74,9/28/2020,32.21,9/28/2020,32.23
9/23/2020,3236.92,9/29/2020,25.99,9/29/2020,26.27,9/29/2020,31.09,9/29/2020,31.84,9/29/2020,31.73
9/24/2020,3246.59,9/30/2020,25.77,9/30/2020,26.37,9/30/2020,31.64,9/30/2020,32.18,9/30/2020,30.95
9/25/2020,3298.46,10/1/2020,24.8,10/1/2020,26.7,10/1/2020,31.72,10/1/2020,32.59,10/1/2020,31.79
9/28/2020,3351.6,10/2/2020,24.64,10/2/2020,27.63,10/2/2020,32.39,10/2/2020,33.1,10/2/2020,31.63
9/29/2020,3335.47,10/5/2020,23.51,10/5/2020,27.96,10/5/2020,31.28,10/5/2020,32.2,10/5/2020,31.01
9/30/2020,3363,10/6/2020,25.08,10/6/2020,29.48,10/6/2020,31.88,10/6/2020,32.67,10/6/2020,31.83
10/1/2020,3380.8,10/7/2020,21.74,10/7/2020,28.06,10/7/2020,30.7,10/7/2020,31.6,10/7/2020,31.19
10/2/2020,3348.44,10/8/2020,19.94,10/8/2020,26.36,10/8/2020,29.49,10/8/2020,30.83,10/8/2020,30.84
10/5/2020,3408.63,10/9/2020,18.85,10/9/2020,25,10/9/2020,28.28,10/9/2020,29.59,10/9/2020,29.49
10/6/2020,3360.95,10/12/2020,20.3,10/12/2020,25.07,10/12/2020,27.98,10/12/2020,29.28,10/12/2020,29.2
10/7/2020,3419.45,10/13/2020,21.39,10/13/2020,26.07,10/13/2020,28.35,10/13/2020,29.45,10/13/2020,29.35
10/8/2020,3446.83,10/14/2020,21.3,10/14/2020,26.4,10/14/2020,28.24,10/14/2020,29.29,10/14/2020,29.25
10/9/2020,3477.13,10/15/2020,21.38,10/15/2020,26.97,10/15/2020,28.72,10/15/2020,28.82,10/15/2020,29.93
10/12/2020,3534.22,10/16/2020,21.64,10/16/2020,27.41,10/16/2020,29.21,10/16/2020,29.25,10/16/2020,30.22
10/13/2020,3511.93,10/19/2020,24.65,10/19/2020,29.18,10/19/2020,30.4,10/19/2020,30.18,10/19/2020,30.91
10/14/2020,3488.67,10/20/2020,24.57,10/20/2020,29.35,10/20/2020,30.11,10/20/2020,30.12,10/20/2020,30.85
10/15/2020,3483.34,10/21/2020,23.2,10/21/2020,28.65,10/21/2020,29.61,10/21/2020,29.61,10/21/2020,30.36
10/16/2020,3483.81,10/22/2020,24.06,10/22/2020,28.11,10/22/2020,29.3,10/22/2020,29.37,10/22/2020,30.11
10/19/2020,3426.92,10/23/2020,24.29,10/23/2020,27.55,10/23/2020,28.99,10/23/2020,29.14,10/23/2020,29.89
10/20/2020,3443.12,10/26/2020,35.91,10/26/2020,32.46,10/26/2020,32.07,10/26/2020,31.23,10/26/2020,31.16
10/21/2020,3435.56,10/27/2020,37.29,10/27/2020,33.35,10/27/2020,32.72,10/27/2020,31.66,10/27/2020,31.34
10/22/2020,3453.49,10/28/2020,47.9,10/28/2020,40.28,10/28/2020,37.75,10/28/2020,35.23,10/28/2020,33.26
10/23/2020,3465.39,10/29/2020,44.34,10/29/2020,37.59,10/29/2020,35.84,10/29/2020,34.03,10/29/2020,32.83
10/26/2020,3400.97,10/30/2020,44.33,10/30/2020,38.02,10/30/2020,36.27,10/30/2020,34.3,10/30/2020,32.7
10/27/2020,3390.68,11/2/2020,43.86,11/2/2020,37.13,11/2/2020,35.06,11/2/2020,33.44,11/2/2020,32.12
10/28/2020,3271.03,11/3/2020,43.2,11/3/2020,35.55,11/3/2020,33.52,11/3/2020,32.18,11/3/2020,31.29
10/29/2020,3310.11,11/4/2020,32.46,11/4/2020,29.57,11/4/2020,29.98,11/4/2020,29.93,11/4/2020,29.72
10/30/2020,3269.96,11/5/2020,28.09,11/5/2020,27.58,11/5/2020,29.05,11/5/2020,29.36,11/5/2020,29.39
11/2/2020,3310.24,11/6/2020,23.96,11/6/2020,24.86,11/6/2020,27.37,11/6/2020,27.91,11/6/2020,28.77
11/3/2020,3369.02,11/9/2020,26.71,11/9/2020,25.75,11/9/2020,26.88,11/9/2020,27.13,11/9/2020,27.83
11/4/2020,3443.44,11/10/2020,24.43,11/10/2020,24.8,11/10/2020,26.49,11/10/2020,27.05,11/10/2020,28.01
11/5/2020,3510.45,11/11/2020,21.59,11/11/2020,23.45,11/11/2020,25.62,11/11/2020,26.54,11/11/2020,27.84
11/6/2020,3509.44,11/12/2020,23.88,11/12/2020,25.35,11/12/2020,27.22,11/12/2020,27.64,11/12/2020,28.36
11/9/2020,3550.5,11/13/2020,21.01,11/13/2020,23.1,11/13/2020,25.69,11/13/2020,26.82,11/13/2020,27.84
11/10/2020,3545.53,11/16/2020,19.33,11/16/2020,22.45,11/16/2020,25.35,11/16/2020,26.61,11/16/2020,27.55
11/11/2020,3572.66,11/17/2020,18.81,11/17/2020,22.71,11/17/2020,25.38,11/17/2020,26.73,11/17/2020,27.74
11/12/2020,3537.01,11/18/2020,19.59,11/18/2020,23.84,11/18/2020,26.39,11/18/2020,27.61,11/18/2020,28.81
11/13/2020,3585.15,11/19/2020,19.26,11/19/2020,23.11,11/19/2020,25.8,11/19/2020,26.82,11/19/2020,27.94
11/16/2020,3626.91,11/20/2020,19.86,11/20/2020,23.7,11/20/2020,26.06,11/20/2020,27.07,11/20/2020,27.76
11/17/2020,3609.53,11/23/2020,19.58,11/23/2020,22.66,11/23/2020,25.43,11/23/2020,26.65,11/23/2020,27.37
11/18/2020,3567.79,11/24/2020,18.4,11/24/2020,21.64,11/24/2020,24.84,11/24/2020,26.3,11/24/2020,27.15
11/19/2020,3581.87,11/25/2020,17.14,11/25/2020,21.25,11/25/2020,24.42,11/25/2020,26,11/25/2020,27.11
11/20/2020,3557.54,11/27/2020,18.25,11/27/2020,20.84,11/27/2020,24.43,11/27/2020,26.05,11/27/2020,27.03
11/23/2020,3577.59,11/30/2020,19.87,11/30/2020,20.57,11/30/2020,24.33,11/30/2020,25.97,11/30/2020,26.78
11/24/2020,3635.41,12/1/2020,19.87,12/1/2020,20.77,12/1/2020,24.49,12/1/2020,26.09,12/1/2020,26.95
11/25/2020,3629.65,12/2/2020,19.29,12/2/2020,21.17,12/2/2020,24.54,12/2/2020,26.17,12/2/2020,27.23
11/27/2020,3638.35,12/3/2020,19.35,12/3/2020,21.28,12/3/2020,24.56,12/3/2020,26.25,12/3/2020,27.06
11/30/2020,3621.63,12/4/2020,17.96,12/4/2020,20.79,12/4/2020,24.29,12/4/2020,26.08,12/4/2020,27.07
12/1/2020,3662.45,12/7/2020,18.74,12/7/2020,21.3,12/7/2020,24.52,12/7/2020,26.32,12/7/2020,27.18
12/2/2020,3669.01,12/8/2020,18.17,12/8/2020,20.68,12/8/2020,23.87,12/8/2020,25.89,12/8/2020,26.88
12/3/2020,3666.72,12/9/2020,19.99,12/9/2020,22.27,12/9/2020,24.73,12/9/2020,26.55,12/9/2020,27.29
12/4/2020,3699.12,12/10/2020,19.67,12/10/2020,22.52,12/10/2020,25.05,12/10/2020,26.92,12/10/2020,27.54
12/7/2020,3691.96,12/11/2020,20.45,12/11/2020,23.31,12/11/2020,26.05,12/11/2020,27.68,12/11/2020,28.03
12/8/2020,3702.25,12/14/2020,23.67,12/14/2020,24.72,12/14/2020,27.11,12/14/2020,28.73,12/14/2020,28.56
12/9/2020,3672.82,12/15/2020,20.19,12/15/2020,22.89,12/15/2020,25.87,12/15/2020,27.49,12/15/2020,28.1
12/10/2020,3668.1,12/16/2020,18.8,12/16/2020,22.5,12/16/2020,25.47,12/16/2020,27.21,12/16/2020,27.86
12/11/2020,3663.46,12/17/2020,18.62,12/17/2020,21.93,12/17/2020,25.15,12/17/2020,27.05,12/17/2020,27.81
12/14/2020,3647.49,12/18/2020,16.7,12/18/2020,21.57,12/18/2020,25.17,12/18/2020,27.22,12/18/2020,27.88
12/15/2020,3694.62,12/21/2020,21.56,12/21/2020,25.16,12/21/2020,27.58,12/21/2020,28.7,12/21/2020,28.81
12/16/2020,3701.17,12/22/2020,19.91,12/22/2020,24.23,12/22/2020,27.25,12/22/2020,28.63,12/22/2020,28.72
12/17/2020,3722.48,12/23/2020,19.2,12/23/2020,23.31,12/23/2020,26.26,12/23/2020,27.96,12/23/2020,28.28
12/18/2020,3709.41,12/28/2020,20.05,12/28/2020,21.7,12/28/2020,25.15,12/28/2020,27.16,12/28/2020,27.56
12/21/2020,3694.92,12/29/2020,21.47,12/29/2020,23.08,12/29/2020,26.24,12/29/2020,28.09,12/29/2020,28.19
12/22/2020,3687.26,12/30/2020,21.31,12/30/2020,22.77,12/30/2020,25.44,12/30/2020,27.5,12/30/2020,27.93
12/23/2020,3690.01,12/31/2020,21.2,12/31/2020,22.75,12/31/2020,25.28,12/31/2020,27.29,12/31/2020,27.62
12/24/2020,3703.06,1/4/2021,27.39,1/4/2021,26.97,1/4/2021,28.26,1/4/2021,29.46,1/4/2021,29.19
12/28/2020,3735.36,1/5/2021,24.29,1/5/2021,25.34,1/5/2021,27.25,1/5/2021,28.71,1/5/2021,28.74
12/29/2020,3727.04,1/6/2021,23.77,1/6/2021,25.07,1/6/2021,26.79,1/6/2021,28.29,1/6/2021,28.29
12/30/2020,3732.04,1/7/2021,19.42,1/7/2021,22.37,1/7/2021,25.02,1/7/2021,27.19,1/7/2021,27.41
12/31/2020,3756.07,1/8/2021,18.34,1/8/2021,21.56,1/8/2021,24.9,1/8/2021,27.08,1/8/2021,27.27
1/4/2021,3700.65,1/11/2021,21.69,1/11/2021,24.08,1/11/2021,26.7,1/11/2021,28.5,1/11/2021,28.15
1/5/2021,3726.86,1/12/2021,20.65,1/12/2021,23.33,1/12/2021,26.2,1/12/2021,28.09,1/12/2021,27.88
1/6/2021,3748.14,1/13/2021,18.91,1/13/2021,22.21,1/13/2021,25.55,1/13/2021,27.71,1/13/2021,27.65
1/7/2021,3803.79,1/14/2021,21.17,1/14/2021,23.25,1/14/2021,26.32,1/14/2021,27.4,1/14/2021,28.11
1/8/2021,3824.68,1/15/2021,21.69,1/15/2021,24.34,1/15/2021,27.26,1/15/2021,28.1,1/15/2021,28.6
1/11/2021,3799.61,1/19/2021,21.88,1/19/2021,23.24,1/19/2021,26.69,1/19/2021,27.83,1/19/2021,28.2
1/12/2021,3801.19,1/20/2021,18.85,1/20/2021,21.58,1/20/2021,25.72,1/20/2021,27.17,1/20/2021,27.66
1/13/2021,3809.84,1/21/2021,18.23,1/21/2021,21.32,1/21/2021,25.7,1/21/2021,27.23,1/21/2021,27.8
1/14/2021,3795.54,1/22/2021,18.42,1/22/2021,21.91,1/22/2021,25.99,1/22/2021,27.52,1/22/2021,27.98
1/15/2021,3768.25,1/25/2021,20.66,1/25/2021,23.19,1/25/2021,26.88,1/25/2021,28.27,1/25/2021,28.57
1/19/2021,3798.91,1/26/2021,20.46,1/26/2021,23.02,1/26/2021,26.89,1/26/2021,28.38,1/26/2021,28.39
1/20/2021,3851.85,1/27/2021,41.64,1/27/2021,37.21,1/27/2021,35.73,1/27/2021,34.66,1/27/2021,32.97
1/21/2021,3853.07,1/28/2021,30,1/28/2021,30.21,1/28/2021,31.77,1/28/2021,32.01,1/28/2021,30.95
1/22/2021,3841.47,1/29/2021,32.63,1/29/2021,33.09,1/29/2021,33.88,1/29/2021,33.96,1/29/2021,31.92
1/25/2021,3855.36,2/1/2021,28.99,2/1/2021,30.24,2/1/2021,32.53,2/1/2021,32.71,2/1/2021,31.04
1/26/2021,3849.62,2/2/2021,22.44,2/2/2021,25.56,2/2/2021,29.36,2/2/2021,30.56,2/2/2021,29.7
1/27/2021,3750.77,2/3/2021,18.97,2/3/2021,22.91,2/3/2021,27.57,2/3/2021,29.27,2/3/2021,28.8
1/28/2021,3787.38,2/4/2021,17.48,2/4/2021,21.77,2/4/2021,26.79,2/4/2021,28.61,2/4/2021,28.35
1/29/2021,3714.24,2/5/2021,15.52,2/5/2021,20.87,2/5/2021,26.52,2/5/2021,28.59,2/5/2021,28.41
2/1/2021,3773.86,2/8/2021,16.57,2/8/2021,21.24,2/8/2021,26.65,2/8/2021,28.76,2/8/2021,28.41
2/2/2021,3826.31,2/9/2021,17.09,2/9/2021,21.63,2/9/2021,27.11,2/9/2021,29.19,2/9/2021,28.63
2/3/2021,3830.17,2/10/2021,17.68,2/10/2021,21.99,2/10/2021,27.49,2/10/2021,30,2/10/2021,28.99
2/4/2021,3871.74,2/11/2021,17.09,2/11/2021,21.25,2/11/2021,27.22,2/11/2021,29.57,2/11/2021,28.96
2/5/2021,3886.83,2/12/2021,15.05,2/12/2021,19.97,2/12/2021,26.5,2/12/2021,29.34,2/12/2021,28.84
2/8/2021,3915.59,2/16/2021,19.32,2/16/2021,21.46,2/16/2021,27.55,2/16/2021,30.18,2/16/2021,29.41
2/9/2021,3911.23,2/17/2021,18.41,2/17/2021,21.5,2/17/2021,27.52,2/17/2021,30.22,2/17/2021,29.4
2/10/2021,3909.88,2/18/2021,19.46,2/18/2021,22.49,2/18/2021,27.86,2/18/2021,29.7,2/18/2021,29.52
2/11/2021,3916.38,2/19/2021,18.33,2/19/2021,22.05,2/19/2021,27.09,2/19/2021,29.36,2/19/2021,29.27
2/12/2021,3934.83,2/22/2021,21.22,2/22/2021,23.45,2/22/2021,27.81,2/22/2021,29.99,2/22/2021,29.43
2/16/2021,3932.59,2/23/2021,21.3,2/23/2021,23.11,2/23/2021,27.12,2/23/2021,29.4,2/23/2021,28.95
2/17/2021,3931.33,2/24/2021,18.35,2/24/2021,21.34,2/24/2021,25.89,2/24/2021,28.79,2/24/2021,28.28
2/18/2021,3913.97,2/25/2021,31.81,2/25/2021,28.89,2/25/2021,30.24,2/25/2021,31.73,2/25/2021,29.73
2/19/2021,3906.71,2/26/2021,29.42,2/26/2021,27.95,2/26/2021,29.6,2/26/2021,31.3,2/26/2021,29.37
2/22/2021,3876.5,3/1/2021,22.7,3/1/2021,23.35,3/1/2021,26.78,3/1/2021,28.91,3/1/2021,28.03
2/23/2021,3881.37,3/2/2021,23.17,3/2/2021,24.1,3/2/2021,27.16,3/2/2021,29.41,3/2/2021,28.28
2/24/2021,3925.43,3/3/2021,26.88,3/3/2021,26.67,3/3/2021,28.79,3/3/2021,30.52,3/3/2021,28.86
2/25/2021,3829.34,3/4/2021,29.3,3/4/2021,28.57,3/4/2021,30.08,3/4/2021,31.52,3/4/2021,29.36
2/26/2021,3811.15,3/5/2021,23.83,3/5/2021,24.66,3/5/2021,27.89,3/5/2021,29.87,3/5/2021,28.1
