,Date,SPX_Close,9D_Close,vx_Close,3M_Close,6M_Close,1Y_Close,VX1Y/VX,VX1Y/VX9D,VX1Y/VX3M,VX1Y/VX6M,VX3M/VX
13,2018-06-27,2699.63,17.91,17.91,18.05,18.66,18.99,1.0603015075376883,1.0603015075376883,1.0520775623268697,1.017684887459807,1.0078168620882189
14,2018-06-28,2716.31,15.83,16.85,17.52,18.29,18.78,1.114540059347181,1.186355022109918,1.0719178082191783,1.0267905959540733,1.0397626112759644
15,2018-06-29,2718.37,14.93,16.09,17.14,18.09,18.67,1.1603480422622747,1.2505023442732754,1.08926487747958,1.0320619126589277,1.0652579241765072
16,2018-07-02,2726.71,14.42,15.6,16.95,17.97,18.65,1.1955128205128205,1.2933425797503466,1.1002949852507373,1.0378408458542014,1.0865384615384615
17,2018-07-03,2713.22,15.17,16.14,17.35,18.23,18.82,1.1660470879801734,1.2406064601186553,1.0847262247838616,1.0323642347778388,1.0749690210656755
18,2018-07-05,2736.61,14.14,14.97,16.53,17.63,18.35,1.2257849031396126,1.2977369165487977,1.1101028433151845,1.0408394781622237,1.1042084168336674
19,2018-07-06,2759.82,11.49,13.37,15.71,17.07,18.0,1.3462976813762155,1.566579634464752,1.1457670273711011,1.054481546572935,1.1750186985789082
20,2018-07-09,2784.17,10.79,12.69,14.87,16.29,17.4,1.3711583924349882,1.6126042632066728,1.1701412239408204,1.0681399631675874,1.1717888100866825
21,2018-07-10,2793.84,10.66,12.64,14.71,16.11,17.23,1.3631329113924051,1.6163227016885553,1.1713120326308633,1.069522036002483,1.1637658227848102
22,2018-07-11,2774.02,11.8,13.63,15.38,16.54,17.46,1.280997798972854,1.4796610169491524,1.1352405721716514,1.0556227327690448,1.1283932501834188
23,2018-07-12,2798.29,10.6,12.58,14.76,16.1,17.22,1.368839427662957,1.6245283018867924,1.1666666666666665,1.0695652173913042,1.1732909379968204
24,2018-07-13,2801.31,10.07,12.18,14.54,15.9,17.11,1.4047619047619047,1.699106256206554,1.1767537826685006,1.0761006289308175,1.19376026272578
25,2018-07-16,2798.43,11.5,12.83,14.85,16.1,17.21,1.3413873733437256,1.4965217391304348,1.158922558922559,1.068944099378882,1.157443491816056
26,2018-07-17,2809.55,10.56,12.06,14.4,15.83,17.14,1.4212271973466004,1.6231060606060606,1.1902777777777778,1.0827542640555907,1.1940298507462686
27,2018-07-18,2815.62,10.03,12.1,14.39,15.88,17.17,1.4190082644628101,1.7118644067796613,1.1931897150799167,1.0812342569269522,1.1892561983471075
28,2018-07-19,2804.49,11.15,12.87,14.97,16.22,17.41,1.3527583527583529,1.5614349775784753,1.1629926519706077,1.0733662145499385,1.1631701631701632
29,2018-07-20,2801.83,11.01,12.86,15.08,16.41,17.62,1.3701399688958011,1.600363306085377,1.1684350132625996,1.0737355271176112,1.172628304821151
30,2018-07-23,2806.98,11.34,12.62,14.86,16.24,17.45,1.3827258320126783,1.538800705467372,1.1742934051144012,1.0745073891625616,1.1774960380348654
31,2018-07-24,2820.4,11.15,12.41,14.7,16.09,17.33,1.3964544721998386,1.5542600896860985,1.1789115646258503,1.077066500932256,1.184528605962933
32,2018-07-25,2846.07,11.27,12.29,14.55,15.89,17.14,1.3946297803091947,1.520851818988465,1.1780068728522337,1.078665827564506,1.1838893409275835
33,2018-07-26,2837.44,11.07,12.14,14.4,15.87,17.18,1.415156507413509,1.5519421860885274,1.1930555555555555,1.0825456836798992,1.186161449752883
34,2018-07-27,2818.82,11.59,13.03,15.0,16.22,17.33,1.3300076745970837,1.4952545297670403,1.1553333333333333,1.068434032059186,1.1511895625479662
35,2018-07-30,2802.6,13.57,14.26,15.66,16.68,17.66,1.238429172510519,1.3014001473839352,1.127713920817369,1.0587529976019185,1.0981767180925666
36,2018-07-31,2816.29,11.64,12.83,14.87,16.21,17.42,1.3577552611067811,1.4965635738831615,1.1714862138533964,1.0746452806909317,1.1590023382696804
37,2018-08-01,2813.36,12.29,13.15,15.22,16.41,17.59,1.3376425855513308,1.4312449145646868,1.1557161629434953,1.0719073735527118,1.1574144486692015
38,2018-08-02,2827.22,10.51,12.19,14.76,16.08,17.34,1.4224774405250205,1.6498572787821122,1.1747967479674797,1.078358208955224,1.210828547990156
39,2018-08-03,2840.35,9.58,11.64,14.49,15.9,17.13,1.4716494845360824,1.7881002087682671,1.1821946169772255,1.0773584905660376,1.2448453608247423
40,2018-08-06,2850.4,9.74,11.27,14.23,15.68,16.92,1.5013309671694768,1.7371663244353184,1.1890372452565003,1.0790816326530615,1.2626441881100268
41,2018-08-07,2858.45,9.13,10.93,13.93,15.41,16.76,1.533394327538884,1.8357064622124863,1.2031586503948315,1.0876054510058404,1.274473924977127
42,2018-08-08,2857.7,8.86,10.85,13.96,15.45,16.85,1.5529953917050694,1.9018058690744923,1.2070200573065903,1.0906148867313916,1.286635944700461
43,2018-08-09,2853.58,9.46,11.27,14.13,15.54,16.89,1.4986690328305237,1.785412262156448,1.1953290870488322,1.086872586872587,1.2537710736468501
44,2018-08-10,2833.28,13.09,13.16,15.22,16.29,17.4,1.322188449848024,1.3292589763177998,1.14323258869908,1.0681399631675874,1.156534954407295
45,2018-08-13,2821.93,15.34,14.78,16.21,16.97,17.83,1.206359945872801,1.1623207301173402,1.0999383096853792,1.0506776664702415,1.0967523680649527
46,2018-08-14,2839.96,12.62,13.31,15.35,16.39,17.45,1.311044327573253,1.3827258320126783,1.1368078175895766,1.064673581452105,1.1532682193839219
47,2018-08-15,2818.37,15.01,14.64,16.19,16.94,17.72,1.210382513661202,1.1805463024650233,1.0945027794935143,1.0460448642266822,1.1058743169398908
48,2018-08-16,2840.69,12.92,13.45,15.51,16.47,17.38,1.2921933085501858,1.3452012383900929,1.1205673758865247,1.0552519732847603,1.1531598513011152
49,2018-08-17,2850.13,11.57,12.64,15.17,16.26,17.27,1.3662974683544302,1.4926534140017285,1.13843111404087,1.0621156211562115,1.2001582278481011
50,2018-08-20,2857.05,11.42,12.49,15.0,16.15,17.16,1.3738991192954364,1.5026269702276707,1.144,1.0625386996904025,1.200960768614892
51,2018-08-21,2862.96,11.55,12.86,15.19,16.33,17.24,1.3405909797822706,1.4926406926406923,1.1349572086899276,1.0557256582976118,1.1811819595645412
52,2018-08-22,2861.82,10.77,12.25,15.08,16.25,17.2,1.4040816326530612,1.5970287836583101,1.1405835543766578,1.0584615384615383,1.2310204081632654
53,2018-08-23,2856.98,10.8,12.41,15.06,16.28,17.25,1.3900080580177276,1.597222222222222,1.145418326693227,1.0595823095823096,1.2135374697824335
54,2018-08-24,2874.69,10.17,11.99,14.82,16.07,17.08,1.4245204336947455,1.6794493608652898,1.1524966261808365,1.0628500311138767,1.2360300250208507
55,2018-08-27,2896.74,10.23,12.16,14.79,16.0,17.01,1.3988486842105263,1.6627565982404693,1.1501014198782964,1.063125,1.216282894736842
56,2018-08-28,2897.52,10.2,12.5,15.11,16.25,17.21,1.3768,1.6872549019607845,1.1389808074123098,1.059076923076923,1.2087999999999999
57,2018-08-29,2914.04,9.77,12.25,14.95,16.2,17.2,1.4040816326530612,1.7604912998976459,1.1505016722408026,1.0617283950617284,1.220408163265306
58,2018-08-30,2901.13,11.49,13.53,15.54,16.69,17.58,1.2993348115299335,1.5300261096605743,1.1312741312741312,1.0533253445176751,1.1485587583148558
59,2018-08-31,2901.52,11.01,12.86,15.15,16.43,17.41,1.3538102643856922,1.5812897366030882,1.1491749174917492,1.0596469872185028,1.1780715396578538
60,2018-09-04,2896.72,11.97,13.16,15.45,16.59,17.5,1.3297872340425532,1.4619883040935673,1.132686084142395,1.0548523206751055,1.1740121580547112
61,2018-09-05,2888.6,12.65,13.91,15.92,16.93,17.8,1.2796549245147377,1.407114624505929,1.1180904522613067,1.0513880685174248,1.1445003594536305
62,2018-09-06,2878.05,13.46,14.65,16.34,17.26,18.02,1.2300341296928328,1.338781575037147,1.1028151774785802,1.0440324449594436,1.115358361774744
63,2018-09-07,2871.68,13.49,14.88,16.59,17.47,18.18,1.221774193548387,1.3476649369903633,1.0958408679927667,1.0406410990269033,1.1149193548387095
64,2018-09-10,2877.13,12.57,14.16,16.17,17.15,18.04,1.274011299435028,1.4351630867143992,1.1156462585034013,1.0518950437317784,1.141949152542373
65,2018-09-11,2887.89,11.0,13.22,15.54,16.64,17.68,1.3373676248108926,1.6072727272727272,1.1377091377091377,1.0625,1.1754916792738275
66,2018-09-12,2888.92,10.67,13.14,15.32,16.4,17.45,1.3280060882800608,1.6354264292408622,1.1390339425587466,1.0640243902439024,1.1659056316590564
67,2018-09-13,2904.18,10.03,12.37,14.77,15.86,17.11,1.3831851253031529,1.7058823529411766,1.1584292484766419,1.078814627994956,1.1940177849636218
68,2018-09-14,2904.98,9.93,12.07,14.37,15.6,16.98,1.4067937033968516,1.7099697885196377,1.1816283924843425,1.0884615384615386,1.1905550952775474
69,2018-09-17,2888.8,13.5,13.68,15.28,16.1,17.23,1.2595029239766082,1.2762962962962963,1.1276178010471205,1.0701863354037267,1.1169590643274854
70,2018-09-18,2904.31,11.74,12.79,15.04,15.99,17.1,1.3369820172009383,1.456558773424191,1.136968085106383,1.0694183864915574,1.1759186864738076
71,2018-09-19,2907.95,11.45,11.75,14.65,15.85,16.99,1.4459574468085106,1.4838427947598254,1.1597269624573376,1.0719242902208201,1.246808510638298
72,2018-09-20,2930.75,11.04,11.8,14.51,15.7,16.84,1.4271186440677965,1.5253623188405798,1.160578911095796,1.0726114649681529,1.2296610169491524
73,2018-09-21,2929.67,10.63,11.68,14.58,15.9,17.0,1.4554794520547945,1.599247412982126,1.1659807956104253,1.069182389937107,1.2482876712328768
74,2018-09-24,2919.37,11.63,12.2,14.77,15.96,17.07,1.3991803278688526,1.467755803955288,1.15572105619499,1.0695488721804511,1.210655737704918
75,2018-09-25,2915.56,11.76,12.42,14.92,16.05,17.11,1.3776167471819645,1.4549319727891157,1.1467828418230563,1.066043613707165,1.2012882447665056
76,2018-09-26,2905.97,12.7,12.89,15.15,16.2,17.25,1.3382467028704421,1.358267716535433,1.1386138613861385,1.0648148148148149,1.1753297129557796
77,2018-09-27,2914.0,12.09,12.41,14.89,16.07,17.23,1.3883964544721998,1.425144747725393,1.1571524513096036,1.0721841941505912,1.1998388396454474
78,2018-09-28,2913.98,11.17,12.12,14.77,15.98,17.22,1.4207920792079207,1.541629364368845,1.1658767772511849,1.0775969962453065,1.2186468646864688
79,2018-10-01,2924.59,11.19,12.0,14.74,15.95,17.2,1.4333333333333333,1.5370866845397677,1.1668928086838535,1.078369905956113,1.2283333333333333
80,2018-10-02,2923.43,11.13,12.05,14.84,16.03,17.22,1.4290456431535268,1.5471698113207546,1.160377358490566,1.0742358078602618,1.2315352697095434
81,2018-10-03,2925.51,10.81,11.61,14.68,15.96,17.17,1.4788975021533164,1.5883441258094357,1.1696185286103544,1.0758145363408522,1.26442721791559
82,2018-10-04,2901.61,15.42,14.22,15.84,16.7,17.61,1.2383966244725737,1.1420233463035019,1.1117424242424243,1.0544910179640719,1.1139240506329113
83,2018-10-05,2885.57,14.86,14.82,16.25,17.14,17.97,1.2125506072874492,1.2092866756393001,1.1058461538461537,1.0484247374562425,1.0964912280701755
84,2018-10-08,2884.43,14.92,15.69,16.51,17.36,18.14,1.1561504142766095,1.2158176943699732,1.0987280436099334,1.044930875576037,1.0522625876354368
85,2018-10-09,2880.34,14.4,15.95,16.63,17.4,18.22,1.1423197492163009,1.2652777777777777,1.0956103427540589,1.0471264367816093,1.0426332288401254
86,2018-10-10,2785.68,25.98,22.96,20.7,20.31,19.99,0.8706445993031358,0.7694380292532716,0.9657004830917874,0.9842442146725751,0.9015679442508711
87,2018-10-11,2728.37,29.58,24.98,21.56,20.88,20.53,0.821857485988791,0.6940500338066262,0.952226345083488,0.9832375478927204,0.8630904723779023
88,2018-10-12,2767.13,22.84,21.31,19.84,19.87,19.83,0.9305490380103237,0.8682136602451839,0.9994959677419354,0.9979869149471564,0.9310183012670108
89,2018-10-15,2750.79,23.91,21.3,20.29,20.27,20.19,0.947887323943662,0.8444165621079047,0.9950714637752589,0.9960532807104095,0.9525821596244131
90,2018-10-16,2809.92,17.85,17.62,17.96,18.58,19.01,1.0788876276958002,1.064985994397759,1.0584632516703787,1.0231431646932188,1.0192962542565267
91,2018-10-17,2809.21,17.75,17.4,18.1,18.64,19.07,1.095977011494253,1.0743661971830987,1.0535911602209944,1.023068669527897,1.0402298850574714
92,2018-10-18,2768.78,22.31,20.06,19.86,19.93,20.01,0.9975074775672983,0.8969072164948455,1.0075528700906347,1.0040140491721024,0.9900299102691924
93,2018-10-19,2767.78,21.13,19.89,19.84,20.03,20.08,1.0095525389643036,0.9503076194983435,1.0120967741935483,1.002496255616575,0.9974861739567622
94,2018-10-22,2755.88,20.67,19.64,19.82,20.01,20.02,1.0193482688391038,0.9685534591194968,1.0100908173562058,1.0004997501249375,1.009164969450102
95,2018-10-23,2740.69,23.43,20.71,20.28,20.29,20.21,0.975857073877354,0.862569355527102,0.9965483234714004,0.9960571710202071,0.9792370835345244
96,2018-10-24,2656.1,31.91,25.23,22.62,22.04,21.49,0.8517637732857708,0.6734565966781573,0.9500442086648982,0.9750453720508166,0.896551724137931
97,2018-10-25,2705.57,29.62,24.22,22.44,21.84,21.36,0.8819157720891825,0.7211343686698176,0.9518716577540106,0.978021978021978,0.9265070189925683
98,2018-10-26,2658.69,29.89,24.16,22.48,21.97,21.41,0.8861754966887417,0.716293074606892,0.9524021352313167,0.9745106964041876,0.9304635761589404
99,2018-10-29,2641.25,31.03,24.7,23.06,22.27,21.45,0.868421052631579,0.6912665162745729,0.9301821335646141,0.9631791647956892,0.9336032388663967
100,2018-10-30,2682.63,28.87,23.35,22.23,21.72,21.26,0.910492505353319,0.7364045722202979,0.9563652721547459,0.9788213627992635,0.95203426124197
101,2018-10-31,2711.74,25.16,21.23,21.15,21.0,20.7,0.9750353273669335,0.8227344992050875,0.9787234042553192,0.9857142857142857,0.9962317475270842
102,2018-11-01,2740.37,21.54,19.34,20.07,20.23,20.21,1.0449844881075492,0.9382544103992573,1.0069755854509217,0.9990113692535838,1.0377456049638056
103,2018-11-02,2723.06,21.17,19.51,20.3,20.45,20.47,1.0492055356227574,0.9669343410486536,1.0083743842364532,1.0009779951100244,1.0404920553562276
104,2018-11-05,2738.31,21.63,19.96,20.2,20.25,20.26,1.0150300601202404,0.9366620434581601,1.002970297029703,1.000493827160494,1.0120240480961924
105,2018-11-06,2755.45,21.62,19.91,19.58,19.7,19.89,0.9989954796584631,0.9199814986123959,1.015832482124617,1.0096446700507615,0.9834254143646408
106,2018-11-07,2813.89,15.54,16.36,17.62,18.29,18.95,1.1583129584352079,1.2194337194337195,1.075482406356413,1.036085292509568,1.0770171149144254
107,2018-11-08,2806.83,15.56,16.72,17.68,18.24,18.93,1.132177033492823,1.2165809768637532,1.0707013574660633,1.037828947368421,1.0574162679425838
108,2018-11-09,2781.01,15.63,17.36,18.46,18.94,19.38,1.1163594470046083,1.239923224568138,1.0498374864572046,1.0232312565997888,1.0633640552995391
109,2018-11-12,2726.22,20.69,20.45,20.23,20.16,20.01,0.9784841075794622,0.9671338811019816,0.9891250617894217,0.9925595238095238,0.9892420537897311
110,2018-11-13,2722.18,19.38,20.02,20.27,20.29,20.23,1.0104895104895106,1.0438596491228072,0.9980266403552048,0.9970428782651554,1.0124875124875126
111,2018-11-14,2701.58,21.39,21.25,21.22,21.04,20.77,0.9774117647058823,0.9710144927536232,0.9787935909519322,0.9871673003802282,0.9985882352941176
112,2018-11-15,2730.2,19.5,19.98,20.31,20.48,20.51,1.0265265265265267,1.051794871794872,1.0098473658296407,1.00146484375,1.0165165165165164
113,2018-11-16,2736.27,16.35,18.14,19.35,19.82,20.02,1.103638368246968,1.2244648318042812,1.0346253229974158,1.0100908173562058,1.0667034178610806
114,2018-11-19,2690.73,20.43,20.1,20.64,20.79,20.83,1.0363184079601988,1.0195790504160547,1.009205426356589,1.0019240019240019,1.026865671641791
115,2018-11-20,2641.89,23.63,22.48,22.27,22.09,21.7,0.9653024911032028,0.9183241641980533,0.9744050291872474,0.9823449524671797,0.9906583629893239
116,2018-11-21,2649.93,19.86,20.8,21.32,21.47,21.42,1.0298076923076924,1.0785498489425982,1.0046904315196998,0.9976711690731255,1.025
117,2018-11-23,2632.56,21.42,21.52,21.75,21.79,21.64,1.0055762081784387,1.0102707749766573,0.9949425287356322,0.9931161083065627,1.0106877323420074
118,2018-11-26,2673.45,20.04,18.9,20.11,20.55,20.71,1.095767195767196,1.033433133732535,1.0298359025360517,1.007785888077859,1.064021164021164
119,2018-11-27,2682.17,21.33,19.02,19.94,20.4,21.15,1.11198738170347,0.9915611814345991,1.0606820461384152,1.036764705882353,1.0483701366982126
120,2018-11-28,2743.79,22.06,18.49,19.28,19.79,20.81,1.1254732287723095,0.943336355394379,1.079356846473029,1.0515411824153613,1.042725797728502
121,2018-11-29,2737.76,22.13,18.79,19.59,19.92,20.74,1.1037786056412986,0.9371893357433349,1.0587034201123022,1.041164658634538,1.0425758382118149
122,2018-11-30,2760.17,21.46,18.07,18.89,19.49,20.03,1.1084670724958494,0.9333643988816402,1.0603493912122817,1.0277065161621346,1.0453790813503043
123,2018-12-03,2790.37,17.21,16.44,17.95,18.66,19.24,1.1703163017031628,1.1179546775130738,1.0718662952646238,1.0310825294748123,1.0918491484184913
124,2018-12-04,2700.06,25.1,20.74,20.75,20.6,20.51,0.9889103182256511,0.8171314741035857,0.9884337349397591,0.9956310679611651,1.0004821600771456
125,2018-12-06,2695.95,25.11,21.19,21.06,20.83,20.56,0.970268994808872,0.8187972919155715,0.976258309591643,0.987037926068171,0.9938650306748466
126,2018-12-07,2633.08,27.42,23.23,22.44,21.89,21.39,0.9207920792079208,0.7800875273522976,0.9532085561497325,0.9771585198720877,0.965992251399053
127,2018-12-10,2637.72,25.53,22.64,22.01,21.68,21.28,0.9399293286219081,0.8335291813552683,0.9668332576101771,0.981549815498155,0.9721731448763251
128,2018-12-11,2636.78,23.49,21.76,21.72,21.57,21.6,0.9926470588235294,0.9195402298850576,0.9944751381215471,1.0013908205841446,0.9981617647058822
129,2018-12-12,2651.07,22.86,21.46,21.59,21.57,21.43,0.9986020503261882,0.9374453193350831,0.9925891616489115,0.9935095039406583,1.0060577819198508
130,2018-12-13,2650.54,20.57,20.65,21.35,21.61,22.25,1.0774818401937047,1.0816723383568303,1.0421545667447305,1.029615918556224,1.033898305084746
131,2018-12-14,2599.95,21.47,21.63,21.96,22.02,22.7,1.0494683310217292,1.0572892408011179,1.0336976320582878,1.030881017257039,1.015256588072122
132,2018-12-17,2545.94,27.07,24.52,23.41,23.05,23.36,0.9526916802610114,0.8629479128186184,0.9978641606151217,1.0134490238611713,0.9547308319738989
133,2018-12-18,2546.16,28.36,25.58,23.9,23.39,22.95,0.8971853010164191,0.8092383638928068,0.9602510460251046,0.9811885421120137,0.9343236903831118
134,2018-12-19,2506.96,26.65,25.58,24.02,23.62,23.2,0.9069585613760751,0.8705440900562852,0.9658617818484596,0.9822184589331074,0.9390148553557467
135,2018-12-20,2467.42,30.42,28.38,25.24,24.33,23.54,0.8294573643410853,0.7738330046022353,0.9326465927099842,0.9675297986025483,0.8893587033121917
136,2018-12-21,2416.62,33.74,30.11,26.23,24.86,24.29,0.8067087346396545,0.7199170124481327,0.926038886770873,0.9770716009654062,0.8711391564264365
137,2018-12-24,2351.1,42.4,36.07,28.84,26.36,25.09,0.6955919046298863,0.591745283018868,0.8699722607489597,0.9518209408194234,0.7995564180759634
138,2018-12-26,2467.7,34.71,30.41,25.69,24.37,22.91,0.7533706017757317,0.6600403341976375,0.8917866874270144,0.9400902749281904,0.8447878987175271
139,2018-12-27,2488.83,33.88,29.96,25.89,24.23,23.12,0.7716955941255007,0.6824085005903188,0.8930088837388953,0.9541890218737104,0.8641522029372497
140,2018-12-28,2485.74,31.02,28.34,25.32,23.95,22.92,0.8087508821453776,0.7388781431334623,0.9052132701421801,0.9569937369519834,0.8934368383909669
141,2018-12-31,2506.85,27.35,25.42,23.73,22.93,22.17,0.8721479150275374,0.8106032906764168,0.9342604298356512,0.9668556476232011,0.9335169158143194
142,2019-01-02,2510.03,23.02,23.22,22.75,22.31,22.01,0.9478897502153317,0.9561251086012165,0.9674725274725275,0.9865531151949799,0.9797588285960379
143,2019-01-03,2447.89,26.96,25.45,24.11,23.36,22.6,0.888015717092338,0.8382789317507419,0.9373703857320614,0.9674657534246576,0.9473477406679764
144,2019-01-04,2531.94,21.27,21.38,21.86,21.76,21.58,1.0093545369504209,1.0145745181006112,0.9871912168344007,0.9917279411764705,1.0224508886810104
145,2019-01-07,2549.69,21.68,21.4,21.62,21.53,21.4,1.0,0.9870848708487084,0.9898242368177612,0.9939619136089177,1.0102803738317758
146,2019-01-08,2574.41,20.57,20.47,21.14,21.17,21.23,1.0371275036638985,1.032085561497326,1.0042573320719017,1.0028341993386867,1.0327308255984369
147,2019-01-09,2584.96,19.18,19.98,20.69,20.9,21.04,1.053053053053053,1.0969760166840459,1.0169163847269211,1.0066985645933015,1.0355355355355356
148,2019-01-10,2596.64,17.88,19.5,20.52,20.86,20.97,1.0753846153846154,1.1728187919463087,1.0219298245614035,1.0052732502396933,1.0523076923076924
149,2019-01-11,2596.26,16.1,18.19,19.74,20.35,20.62,1.1335898845519516,1.2807453416149068,1.0445795339412363,1.0132678132678132,1.0852116547553599
150,2019-01-14,2582.61,17.57,19.07,19.93,20.39,20.61,1.0807551127425274,1.1730221969265793,1.03411941796287,1.0107896027464442,1.0450970110120608
151,2019-01-15,2610.3,16.84,18.6,19.24,19.73,20.13,1.0822580645161288,1.1953681710213777,1.0462577962577964,1.020273694880892,1.0344086021505374
152,2019-01-16,2616.1,16.73,19.04,19.53,19.84,20.03,1.0519957983193278,1.1972504482964734,1.0256016385048643,1.009576612903226,1.0257352941176472
153,2019-01-17,2635.96,15.75,18.06,19.17,19.62,19.96,1.1052048726467332,1.2673015873015874,1.0412102243088157,1.017329255861366,1.0614617940199338
154,2019-01-18,2670.71,15.22,17.8,18.84,19.27,19.62,1.102247191011236,1.2890932982917214,1.0414012738853504,1.0181629475869227,1.0584269662921348
155,2019-01-22,2632.9,21.57,20.8,20.69,20.55,20.42,0.9817307692307693,0.946685210941122,0.9869502174963751,0.9936739659367397,0.9947115384615385
156,2019-01-23,2638.7,19.36,19.52,20.08,20.09,20.04,1.026639344262295,1.0351239669421488,0.99800796812749,0.9975111996017919,1.0286885245901638
157,2019-01-24,2642.33,18.09,18.89,19.67,19.85,19.98,1.0577024880889359,1.1044776119402986,1.0157600406710727,1.0065491183879092,1.0412916887241928
158,2019-01-25,2664.76,16.35,17.42,18.82,19.3,19.71,1.1314580941446613,1.2055045871559633,1.0472901168969182,1.0212435233160622,1.0803673938002296
159,2019-01-28,2643.85,19.38,18.87,19.58,19.68,19.89,1.054054054054054,1.0263157894736843,1.015832482124617,1.0106707317073171,1.0376258611552727
160,2019-01-29,2640.0,19.85,19.13,19.6,19.68,19.84,1.0371144798745426,0.9994962216624684,1.0122448979591836,1.008130081300813,1.024568740198641
161,2019-01-30,2681.05,17.32,17.66,18.68,19.04,19.35,1.095696489241223,1.1172055427251733,1.0358672376873663,1.0162815126050422,1.057757644394111
162,2019-01-31,2704.1,15.51,16.57,17.88,18.44,18.89,1.140012070006035,1.2179239200515797,1.056487695749441,1.0244034707158352,1.0790585395292698
163,2019-02-01,2706.53,14.13,16.14,17.59,18.32,18.85,1.1679058240396532,1.3340410474168436,1.0716316088686755,1.0289301310043668,1.0898389095415117
164,2019-02-04,2724.87,13.58,15.73,17.19,17.96,18.59,1.1818181818181819,1.3689248895434463,1.0814426992437463,1.0350779510022272,1.0928162746344565
165,2019-02-05,2737.7,13.58,15.57,17.07,17.79,18.37,1.1798330122029543,1.3527245949926363,1.0761570005858232,1.032602585722316,1.0963391136801541
166,2019-02-06,2731.61,12.73,15.38,16.9,17.69,18.36,1.1937581274382314,1.4422623723487824,1.0863905325443788,1.0378745053702656,1.0988296488946683
167,2019-02-07,2706.05,14.89,16.37,17.52,18.05,18.63,1.1380574221136224,1.2511752854264606,1.0633561643835616,1.0321329639889196,1.0702504581551617
168,2019-02-08,2707.88,13.61,15.72,17.26,17.9,18.53,1.1787531806615776,1.361498897869214,1.0735805330243338,1.035195530726257,1.0979643765903309
169,2019-02-11,2709.8,14.67,15.97,17.22,17.85,18.5,1.158422041327489,1.2610770279481935,1.0743321718931476,1.0364145658263304,1.0782717595491544
170,2019-02-12,2744.73,13.47,15.43,16.82,17.51,18.19,1.1788723266364227,1.350408314773571,1.0814506539833533,1.0388349514563107,1.0900842514581983
171,2019-02-13,2753.03,13.49,15.65,16.96,17.62,18.28,1.1680511182108626,1.3550778354336546,1.0778301886792454,1.0374574347332577,1.08370607028754
172,2019-02-14,2745.73,14.11,16.22,17.32,17.98,18.59,1.1461159062885327,1.3175053153791638,1.073325635103926,1.0339265850945494,1.0678175092478424
173,2019-02-15,2775.6,12.18,14.91,16.48,17.4,18.22,1.2219986586183769,1.495894909688013,1.1055825242718447,1.0471264367816093,1.1052984574111335
174,2019-02-19,2779.76,13.38,14.88,16.45,17.19,18.04,1.2123655913978493,1.3482810164424512,1.0966565349544073,1.0494473531122746,1.105510752688172
175,2019-02-20,2784.7,12.6,14.02,15.82,16.75,17.73,1.2646219686162625,1.4071428571428573,1.1207332490518331,1.0585074626865671,1.1283880171184024
176,2019-02-21,2774.88,13.18,14.46,16.16,16.97,17.85,1.2344398340248963,1.3543247344461307,1.1045792079207921,1.0518562168532706,1.1175656984785616
